Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
Hyundai, Tucson,Semi-Auto,Diesel,2017,35043.0,125.0,57.6,1.7,55.0,3,21354
Ford, kuga,Semi-Auto,Diesel,2016,11221.0,145.0,54.3,2.0,36.0,1,17698
Mercedes, A Class,Semi-Auto,Diesel,2019,6722.0,145.0,65.7,1.5,66.0,1,20776
Opel, Crossland X,,Diesel,2019,3245.0,145.0,60.1,1.5,83.0,1,13119
Ford, fiesta,Manual,Petrol,2017,12632.0,0.0,65.7,1.0,51.0,3,10195
Opel, Insignia,Automatic,Diesel,2016,67456.0,160.0,51.4,2.0,76.0,4,8640
Ford, focus,Manual,Petrol,2017,20266.0,,,1.0,40.0,0,11450
Ford, Fiesta,Manual,Petrol,2018,33651.0,145.0,65.7,1.0,99.0,3,11994
Ford, Focus,Manual,Diesel,2015,63117.0,,,1.5,39.0,1,8160
Opel,,Semi-Auto,Petrol,2002,58000.0,,45.6,1.2,97.0,2,1500
Mercedes, E Class,Automatic,Diesel,2016,59000.0,125.0,61.4,2.1,49.0,3,14990
Ford, Fiesta,Manual,Petrol,2018,10872.0,150.0,65.7,1.0,42.0,0,11795
Mercedes, B Class,Semi-Auto,Diesel,2019,1606.0,145.0,55.4,2.0,50.0,4,22990
VW, Polo,Manual,Petrol,2015,40453.0,20.0,,1.2,32.0,3,8495
Ford, Kuga,Manual,Diesel,2018,11643.0,150.0,54.3,1.5,79.0,4,13995
Audi, A1,Manual,Petrol,2017,14000.0,145.0,67.3,1.0,94.0,1,12900
BMW, 4 Series,Semi-Auto,Diesel,2014,25276.0,145.0,56.5,2.0,78.0,4,16995
Ford, Kuga,Manual,Diesel,2017,35417.0,125.0,60.1,2.0,96.0,3,13491
Audi, A4,Semi-Auto,Petrol,2017,35712.0,145.0,53.3,2.0,45.0,0,18000
Hyundai,,Manual,Petrol,2016,16750.0,30.0,55.4,1.2,72.0,1,8499
Opel, Mokka X,Manual,Petrol,2019,12051.0,145.0,,1.4,53.0,2,12998
VW, Up,Manual,Petrol,2018,13389.0,150.0,64.2,1.0,90.0,3,8400
Audi, TT,Semi-Auto,Petrol,2019,3774.0,,40.9,2.0,54.0,2,24990
VW, T-Roc,Manual,Petrol,2018,20500.0,145.0,53.3,1.5,40.0,3,23490
Skoda, Fabia,Manual,Petrol,2019,6481.0,145.0,57.7,1.0,56.0,0,10295
Audi, A5,Manual,Petrol,2018,27601.0,145.0,48.7,2.0,99.0,4,23950
BMW, 2 Series,Semi-Auto,Petrol,2018,8090.0,150.0,47.9,2.0,82.0,0,20870
Ford, Kuga,Manual,Diesel,2017,32523.0,145.0,,2.0,33.0,2,15499
Hyundai, Kona,Automatic,Hybrid,2019,8112.0,135.0,52.3,1.6,33.0,2,22858
Opel, Zafira,Manual,Petrol,2017,29603.0,200.0,42.2,1.4,3.1726830595677384,4,10600
Ford, Mondeo,Automatic,Petrol,2017,30765.0,205.0,43.5,1.5,64.0,4,13000
Mercedes, CL Class,Manual,Petrol,2015,15557.0,125.0,50.4,1.6,63.0,3,17498
VW, Golf,Semi-Auto,Diesel,2019,9038.0,145.0,52.3,2.0,,1,19478
BMW, 4 Series,Semi-Auto,Petrol,2019,4415.0,145.0,45.6,2.0,50.0,3,24970
VW, Polo,Manual,Petrol,2019,9367.0,145.0,52.3,1.0,96.0,1,13490
VW, Touareg,Semi-Auto,Diesel,2019,2471.0,,34.0,3.0,56.0,4,43990
VW, Passat,Semi-Auto,Hybrid,2017,87749.0,0.0,166.0,1.4,94.0,0,14498
Ford, Fiesta,Manual,Petrol,2016,30738.0,0.0,65.7,1.0,56.0,3,9299
BMW, 5 Series,Automatic,Diesel,2017,39728.0,125.0,60.1,2.0,64.0,3,16400
Hyundai, I800,Manual,Diesel,2018,37620.0,150.0,37.7,2.5,89.0,0,14000
Mercedes, GLC Class,Semi-Auto,Diesel,2019,1000.0,145.0,44.8,2.0,92.0,3,32749
Ford,,Manual,Petrol,2017,10500.0,0.0,65.7,1.0,54.0,4,11698
Ford, Kuga,Manual,Diesel,2019,5812.0,145.0,54.3,1.5,87.0,1,20990
Ford, EcoSport,Manual,Diesel,2016,10218.0,30.0,,1.5,61.0,1,9695
Mercedes, GLA Class,Semi-Auto,Diesel,2018,86705.85488462522,145.0,58.9,,50.0,2,20700
Mercedes, CLS Class,Semi-Auto,Diesel,2017,15833.0,160.0,49.6,3.0,55.0,0,23995
Opel, Corsa,Manual,Petrol,2019,12969.0,,43.5,1.4,67.0,3,10000
Ford, Fiesta,Manual,Petrol,2017,26672.0,145.0,47.9,1.6,81.0,2,11989
Mercedes, B Class,Semi-Auto,Diesel,,15500.0,20.0,70.6,1.5,41.0,4,13500
Mercedes, A Class,Manual,Diesel,2015,37883.0,20.0,,,86.0,0,11632
Mercedes, E Clas,Semi-Auto,Diesel,2019,15426.0,145.0,100.9989430231214,2.0,39.0,4,25780
Skoda, octavia,Semi-Auto,Diesel,2019,17570.0,145.0,72.4,1.6,96.0,4,13298
Opel, Corsa,Automatic,Petrol,2008,31000.0,200.0,42.8,1.4,61.0,1,4495
Mercedes, C Class,Semi-Auto,Diesel,2018,8793.0,145.0,57.7,2.0,85.0,2,26395
Audi, Q3,Automatic,Diesel,2016,13483.0,160.0,50.4,2.0,42.0,1,19995
Ford, Focus,Manual,Petrol,2015,51103.0,240.0,39.2,2.0,92.0,3,12298
VW, T-Roc,Manual,Diesel,2019,12000.0,150.0,50.4,1.6,87.0,0,20995
Opel, Corsa,Manual,Petrol,2018,7559.0,145.0,49.6,1.4,80.0,3,9125
Ford, Fiesta,Manual,Petrol,2017,7210.0,0.0,65.7,1.0,33.0,2,11998
Opel, Adam,Manual,Petrol,2015,8500.0,125.0,53.3,1.2,97.0,0,7995
Audi, A3,Manual,Petrol,2018,15215.0,150.0,55.4,1.5,52.0,3,19990
Ford, Edge,Semi-Auto,Diesel,2018,12815.0,150.0,,2.0,46.0,4,22795
Toyota, Yaris,Manual,Petrol,2018,5771.0,145.0,,1.5,74.0,3,11799
Ford, focus,Manual,Petrol,2017,10222.0,145.0,41.5,2.0,50.0,2,18998
BMW, 1 Series,Automatic,Petrol,2017,20194.0,150.0,47.9,2.0,96.0,2,16450
Toyota, Aygo,Manual,Petrol,2018,,150.0,56.5,1.0,90.0,1,8000
Mercedes, C Class,Manual,Diesel,2016,34903.0,20.0,68.9,2.1,67.0,3,16000
VW, T-Cross,Manual,Petrol,2019,3596.0,145.0,47.9,1.0,72.0,3,17295
Ford, kuga,Semi-Auto,Diesel,2018,8011.0,,47.9,2.0,65.0,3,18980
BMW, 3 Series,Semi-Auto,Diesel,2019,15639.0,145.0,52.3,2.0,93.0,3,27440
Ford, Kuga,Manual,Diesel,2017,55121.0,145.0,54.3,2.0,87.0,1,13995
VW, Polo,Automatic,Petrol,2015,59650.0,20.0,60.1,1.2,82.0,4,8700
Mercedes, A Class,Manual,Diesel,2018,21232.0,145.0,68.9,,78.0,4,16492
VW, Golf,Manual,Petrol,2019,4796.0,145.0,47.1,1.5,79.0,1,17298
Toyota, Auris,Manual,Petrol,2014,14977.0,145.0,47.9,1.6,77.0,4,7995
Ford, Fiesta,Manual,Petrol,2017,12022.0,,62.8,1.0,63.0,3,13099
Opel, Crossland X,Manual,Petrol,2019,2594.0,145.0,44.8,1.2,66.0,1,11691
BMW, X5,Semi-Auto,Diesel,2019,9415.0,145.0,37.7,3.0,98.0,4,47440
Hyundai, I20,Manual,,2013,28448.0,30.0,57.6,1.2,50.0,0,4995
Opel, Mokka,Manual,Diesel,2015,64674.0,125.0,57.6,1.7,83.0,3,7450
Mercedes, A Class,Semi-Auto,Diesel,2017,7919.0,145.0,68.9,,30.0,0,18298
VW, Polo,Manual,Petrol,2019,19536.0,145.0,48.7,1.0,99.0,2,12140
Ford, Focus,Manual,Diesel,2019,10857.0,145.0,74.3,1.5,88.0,1,17725
Mercedes,C Class,Semi-Auto,Diesel,2019,1000.0,145.0,61.4,2.0,57.0,0,34249
Hyundai, I30,Manual,Petrol,2017,18994.0,150.0,56.5,1.0,81.0,,10495
Skoda, Fabia,Semi-Auto,Petrol,2019,11228.0,150.0,60.1,1.0,31.0,4,12990
Opel, Astra,Manual,Petrol,2020,100.0,,54.3,1.2,3.1726830595677384,0,15820
Opel, Mokka X,Manual,Petrol,2019,19279.0,145.0,39.2,1.4,98.0,0,12398
BMW, 3 Series,Manual,Diesel,2013,73428.0,20.0,68.9,2.0,83.0,3,8492
Ford, Kuga,Automatic,Petrol,2016,24000.0,235.0,38.2,1.5,82.0,2,12995
Ford, Mondeo,Manual,Diesel,2013,43441.0,125.0,57.7,2.0,64.0,4,6399
Hyundai, Tucson,Semi-Auto,Diesel,2018,7304.0,145.0,,1.7,30.0,3,17250
Ford, Edge,Manual,Diesel,2017,17200.0,205.0,47.9,2.0,55.0,3,21180
VW, Tiguan,Manual,Diesel,2017,16000.0,,50.4,2.0,96.0,0,18500
Skoda, Karoq,Manual,Petrol,2019,1300.0,145.0,52.3,1.5,77.0,2,19499
Ford, Focus,Manual,Diesel,2015,40000.0,20.0,67.3,1.6,59.0,0,8500
VW, Golf,Semi-Auto,Petrol,2017,17285.0,145.0,39.8,2.0,55.0,4,25489
Audi, A1,Manual,Diesel,2015,21769.0,,80.7,1.6,84.0,0,11786
BMW, 1 Series,Semi-Auto,Petrol,2020,1500.0,145.0,34.5,2.0,94.0,0,30440
, Q3,Manual,Petrol,2019,5000.0,145.0,40.9,1.5,36.0,0,24990
Mercedes,GLC Class,Semi-Auto,Diesel,2016,11562.0,125.0,56.5,2.1,84.0,2,27899
Audi,A4,Manual,Petrol,2019,,145.0,39.2,2.0,39.0,1,29300
Skoda, Fabia,Manual,Petrol,2017,49711.0,,60.1,1.2,96.0,3,7995
Opel, Grandland X,Automatic,Petrol,2018,5397.0,145.0,43.5,1.2,77.0,4,15899
VW, Golf S,Automatic,Petrol,2019,2077.0,145.0,42.8,1.5,35.0,0,22990
Audi, A1,Manual,Petrol,2019,4321.0,145.0,47.9,1.0,87.0,,20444
VW, Up,Manual,Petrol,2019,5425.0,,54.3,1.0,64.0,0,10493
Mercedes,,Automatic,Diesel,2015,78070.0,20.0,64.2,2.1,39.0,3,13000
VW, Tiguan,Manual,Diesel,2019,10.0,145.0,49.6,2.0,63.0,1,21498
VW, Tigua,Semi-Auto,Petrol,2020,481.0,145.0,35.3,2.0,68.0,4,36990
Ford, Focus,Manual,Petrol,2017,14842.0,,57.7,1.0,,1,12950
Ford, Focus,Manual,Diesel,2019,9572.0,145.0,80.7,1.5,57.0,4,15950
Mercedes, M Class,Automatic,Diesel,2015,44529.0,,39.2,2.1,99.0,3,20500
BMW, 2 Series,Manual,Petrol,2019,10.0,145.0,52.3,1.5,36.0,4,23242
VW, golf,Manual,Diesel,2017,21444.0,20.0,68.9,2.0,34.0,3,14990
VW, Up,Manual,Petrol,2016,,20.0,62.8,1.0,36.0,4,6000
Mercedes, C Class,Automatic,Diesel,2016,34972.0,30.0,65.7,1.6,69.0,0,16000
VW, Up,Automatic,Petrol,2017,3645.0,150.0,65.7,1.0,62.0,1,7895
Opel, Astra,Manual,Diesel,2019,25.0,145.0,72.4,1.6,38.0,1,16995
Opel, Mokka,Manual,Petrol,2014,52888.0,205.0,43.5,1.6,71.0,4,7000
Ford, Focus,Manual,Petrol,2018,2596.0,145.0,,1.0,36.0,0,16479
VW, Golf,Automatic,Petrol,2019,5613.0,145.0,37.7,2.0,97.0,1,24989
VW,,Manual,,2017,36434.0,145.0,61.4,1.6,79.0,4,16380
Audi,,Manual,Diesel,2017,31587.0,150.0,60.1,2.0,72.0,3,20435
Opel, Insignia,Manual,Diesel,2018,14250.0,145.0,65.7,1.6,89.0,1,12995
Mercedes, SLK,Semi-Auto,Diesel,2014,69866.0,145.0,56.5,2.0,66.0,0,11100
Opel, Corsa,Manual,Petrol,2019,882.0,145.0,43.5,1.4,63.0,4,10490
, Fiesta,Manual,Petrol,2018,12873.0,150.0,64.2,1.1,40.0,3,9995
BMW, 5 Series,Automatic,,2017,36164.0,125.0,60.1,2.0,42.0,1,16700
Opel, Insignia,Manual,Diesel,2019,19484.0,145.0,49.6,,92.0,2,15698
VW, Golf,Automatic,Diesel,2019,8000.0,145.0,52.3,2.0,58.0,4,23950
Ford, Kuga,Manual,Diesel,2017,16212.0,145.0,64.2,1.5,71.0,4,14266
Opel, Mokka X,Manual,Petrol,2019,11454.0,145.0,39.2,1.4,32.0,0,12298
VW, Arteon,Manual,Diesel,2019,40.0,150.0,52.3,2.0,70.0,3,27498
VW, Tiguan,Manual,Petrol,2019,8138.0,145.0,38.2,1.5,69.0,3,22490
VW, Golf,,Other,2020,10018.0,150.0,50.4,1.5,98.0,4,19995
Mercedes, C Class,Automatic,Diesel,2015,79011.0,30.0,61.4,2.1,56.0,1,12800
BMW, 5 Series,Semi-Auto,Diesel,2016,71203.0,125.0,60.1,2.0,39.0,0,13465
Mercedes, SLK,Semi-Auto,Diesel,2016,28852.0,30.0,70.6,2.0,89.0,2,16980
Opel, Mokka X,Manual,Petrol,2019,13698.0,,39.2,1.4,93.0,3,11994
Ford, EcoSport,Manual,Petrol,2018,15080.0,145.0,27.70948954406702,1.0,36.0,2,13995
Skoda, Octavia,Manual,Diesel,2019,13650.0,145.0,67.3,1.6,61.0,2,13990
Ford, Kuga,Manual,,2017,13000.0,,54.3,2.0,71.0,4,17825
VW, Polo,Manual,Petrol,2017,17602.0,303.1488914624556,60.1,1.0,92.0,0,8998
Toyota, Aygo,Manual,Petrol,2018,11378.0,,56.5,1.0,66.0,2,7888
Ford, B-MAX,Manual,Petrol,2014,40442.0,30.0,55.4,1.0,84.0,3,6360
Mercedes, B Class,Semi-Auto,Petrol,2019,10478.0,145.0,45.6,1.3,61.0,2,22499
Opel, Insignia,Manual,Petrol,2017,91480.0,145.0,46.3,1.5,38.0,0,10000
Opel, Grandland X,Manual,Petrol,2019,19800.0,145.0,44.1,1.2,96.0,4,18495
VW, Up,Manual,Petrol,2015,12877.0,20.0,62.8,0.1864248827577972,58.0,1,6600
Opel, Corsa,Manual,Petrol,2016,27299.0,30.0,55.4,1.4,55.0,,7299
Ford, FOCUS,Manual,Diesel,2015,66992.0,0.0,,1.5,95.0,0,6990
Toyota, C-HR,Automatic,Hybrid,2017,30612.0,135.0,74.3,1.8,78.0,4,19995
Audi, q2,Semi-Auto,Petrol,2019,5000.0,145.0,33.2,2.0,57.0,3,28495
Ford, Edge,Semi-Auto,Diesel,2016,32736.0,160.0,48.7,2.0,91.0,0,19995
Ford, C-MAX,Manual,Petrol,2009,89000.0,200.0,40.9,1.6,51.0,3,2280
Audi, A3,Automatic,Petrol,2019,13573.0,150.0,41.5,1.5,39.0,1,23500
Mercedes, E Class,Semi-Auto,Diesel,2019,2000.0,145.0,72.4,,60.0,4,24780
Audi, Q2,Automatic,Petrol,2019,6000.0,145.0,42.2,1.5,56.0,4,25490
Ford, Focus,Manual,Diesel,2017,25887.0,0.0,74.3,1.5,52.0,4,9940
BMW, 3 Series,Automatic,Diesel,2017,24000.0,145.0,51.4,3.0,74.0,0,21990
Mercedes, E Class,Automatic,Diesel,2014,43413.0,145.0,58.9,2.1,34.0,3,14000
Opel, Viva,Manual,Petrol,2015,12918.0,20.0,62.8,1.0,82.0,1,6199
BMW, 5 Series,Semi-Auto,Diesel,2019,4971.0,145.0,55.4,2.0,90.0,3,36500
Ford, Focus,Manual,Diesel,2019,6500.0,150.0,80.7,1.5,85.0,4,18495
Toyota, Aygo,Manual,Petrol,2017,20302.0,145.0,69.0,1.0,88.0,1,6500
Toyota, Auris,Automatic,Hybrid,2013,63774.0,,72.4,1.8,31.0,3,8881
Hyundai, IX35,Manual,Diesel,2015,42865.0,150.0,,1.7,61.0,4,9498
Opel, Viva,Manual,Petrol,2018,8325.0,,60.1,1.0,37.0,3,7998
Skoda, Citigo,Manual,Petrol,2013,34331.0,,68.9,1.0,75.0,3,4495
BMW, M3,Semi-Auto,Petrol,2017,21431.0,150.0,34.0,3.0,97.0,2,37970
VW, Polo,Manual,Petrol,2016,45055.0,,60.1,1.0,66.0,4,7990
Mercedes, GLC Class,Semi-Auto,Petrol,2019,7683.0,145.0,34.0,3.0,92.0,3,46495
Audi, Q5,Semi-Auto,Petrol,2019,5152.0,145.0,32.1,2.0,66.0,2,35945
Mercedes, C Class,Semi-Auto,Diesel,2015,61985.0,20.0,,2.1,90.0,1,13750
VW, Tiguan,Manual,Diesel,2019,11223.0,145.0,47.9,2.0,75.0,1,20798
Mercedes,C Class,Automatic,Diesel,2018,34008.0,145.0,61.4,2.1,75.0,2,19999
Ford, Focus,Automatic,Petrol,2013,35850.0,165.0,44.1,1.6,93.0,2,6995
Skoda, Superb,Semi-Auto,Diesel,2017,12369.0,150.0,56.5,2.0,72.0,0,19441
VW, Polo,Manual,Petrol,2016,23000.0,20.0,60.1,1.2,68.0,4,10495
VW, Polo,Manual,Petrol,2017,21401.0,20.0,60.1,1.2,96.0,3,9770
Opel, Insignia,Manual,Diesel,2017,23222.0,145.0,54.3,2.0,46.0,4,12898
BMW, 3 Series,Manual,Petrol,2007,130000.0,200.0,44.8,2.0,41.0,1,3495
Toyota, Avensis,Manual,Diesel,2016,40889.0,20.0,67.3,1.6,65.0,2,11495
VW, Polo,Manual,Petrol,2017,21302.0,20.0,11.417267753816397,1.2,91.0,4,10100
Hyundai, I30,,Petrol,2019,3107.0,145.0,44.8,1.4,74.0,0,15450
Ford, Grand C-MAX,Manual,Diesel,2017,27070.0,150.0,64.2,1.5,77.0,4,11498
Opel, Insignia,Manual,Diesel,2018,16501.0,145.0,54.3,2.0,43.0,4,15495
Opel, Mokka X,Manual,Petrol,2019,6417.0,145.0,39.2,1.4,62.0,0,14515
Toyota, Aygo,Manual,Petrol,2013,35969.0,0.0,65.7,1.0,73.0,0,4750
Opel, Mokka X,Manual,Petrol,2019,8722.0,145.0,39.2,1.4,77.0,0,14590
Ford, B-MAX,Manual,Diesel,2013,42996.0,20.0,70.6,1.6,99.0,2,5995
Hyundai, I10,Manual,Petrol,2020,85.0,145.0,56.5,1.0,82.0,2,11795
Ford, Kuga,Manual,Diesel,2017,21223.0,125.0,60.1,2.0,77.0,2,13331
VW, Golf,Manual,Petrol,2016,15493.0,,53.3,1.4,61.0,3,13191
VW, Gol,Manual,,2019,5771.0,303.1488914624556,47.1,1.5,91.0,0,17298
Ford, Focus,Manual,Petrol,2018,21931.0,,41.5,2.0,90.0,4,16900
Toyota, Auris,Manual,Petrol,2013,69995.0,150.0,,1.6,66.0,3,6000
Audi, A3,Manual,Petrol,2017,19543.0,30.0,58.9,1.4,57.0,2,18690
Opel, Zafira,Automatic,Petrol,2017,8616.0,145.0,,1.4,31.0,2,12999
Audi, A3,Semi-Auto,Diesel,2019,6018.0,145.0,52.3,1.6,61.0,,19990
Ford, Mondeo,Manual,Diesel,2014,132000.0,30.0,61.4,2.0,66.0,1,5393
VW, Polo,Semi-Auto,Petrol,2019,1396.0,145.0,39.8,2.0,43.0,4,20990
BMW, 5 Series,Automatic,Diesel,2020,110.0,145.0,,2.0,59.0,3,34550
Skoda, Fabia,,Petrol,2016,43562.0,20.0,60.1,1.0,37.0,3,5998
VW,,,Diesel,2019,7250.0,145.0,39.2,2.0,70.0,2,31995
Opel, Astra,Manual,Diesel,2018,40500.0,145.0,72.4,1.6,76.0,1,13999
Opel, Meriva,Manual,Diesel,2011,51245.0,140.0,54.3,1.7,85.0,0,4000
Ford, C-MAX,Manual,Petrol,2019,3629.0,145.0,49.6,1.0,90.0,2,13000
Opel, Astra,Automatic,Petrol,2019,8675.0,150.0,,1.4,43.0,2,14995
BMW, 1 Serie,Automatic,Diesel,2016,32734.0,20.0,70.6,2.0,43.0,3,12500
Toyota, Corolla,Automatic,Hybrid,2020,5000.0,135.0,57.7,1.8,32.0,0,24980
BMW, X1,Automatic,Diesel,2020,1593.0,145.0,50.4,2.0,41.0,1,32995
VW, Pol,Semi-Auto,Petrol,2020,5000.0,145.0,39.8,2.0,84.0,2,21490
Toyota, Aygo,Manual,Petrol,2019,9484.0,145.0,,1.0,93.0,4,8950
Audi, A6,Semi-Auto,,2017,95204.18167360188,145.0,61.4,2.0,52.0,3,19000
Toyota, Aygo,Manual,Petrol,2017,,0.0,69.0,1.0,47.0,2,6522
VW, Golf,Manual,Petrol,2015,53474.0,30.0,53.3,1.4,64.0,3,9495
BMW, X7,Semi-Auto,Diesel,2019,1657.0,145.0,31.4,3.0,37.0,2,73990
VW, Golf,Manual,Diesel,2014,67000.0,20.0,67.3,2.0,78.0,4,12450
Opel, Zafir,Manual,Diesel,2006,100000.0,235.0,45.6,1.9,56.0,0,2395
Mercedes, GLC Class,Automatic,Diesel,2017,26968.0,125.0,56.5,2.1,92.0,4,24500
Ford, Focus,Manual,Diesel,2017,17493.0,145.0,67.3,2.0,86.0,0,16995
, Fiesta,Manual,Petrol,2017,55836.0,0.0,65.7,1.0,92.0,4,8550
Ford, B-MAX,Manual,Petrol,2013,43000.0,30.0,55.4,1.0,59.0,1,5995
BMW, 3 Series,Manual,Petrol,2016,33270.0,150.0,48.7,2.0,67.0,2,12400
Audi, Q5,Semi-Auto,Diesel,2017,18495.0,145.0,56.5,2.0,82.0,2,24990
VW, T-Roc,Manual,Petrol,2019,5127.0,145.0,,1.5,86.0,0,20290
Hyundai, I10,Manual,Petrol,2015,25705.0,20.0,60.1,1.0,84.0,1,6000
Mercedes, C Class,Semi-Auto,Diesel,2019,4615.0,145.0,54.3,2.0,50.0,2,31990
Mercedes, GLC Class,Semi-Auto,Diesel,2016,7917.0,125.0,56.5,2.1,45.0,3,27981
BMW, 5 series,Automatic,Diesel,2017,28762.0,30.0,,2.0,91.0,3,15750
Opel, Corsa,Manual,,2016,,30.0,55.4,1.4,80.0,3,6071
BMW, 4 Series,Semi-Auto,Petrol,2016,9647.0,160.0,44.1,2.0,53.0,3,19595
Ford, Fiesta,Manual,Petrol,2014,56669.0,0.0,65.7,1.0,32.0,2,7000
Toyota, Auris,Automatic,Hybrid,2015,27908.0,0.0,70.6,1.8,49.0,2,14775
Skoda, Yeti Outdoor,Semi-Auto,Petrol,2016,16412.0,125.0,51.4,1.2,49.0,3,12495
Mercedes, A Class,Manual,Petrol,2017,18727.0,150.0,52.3,1.6,65.0,2,13790
Mercedes, C Class,Manual,Diesel,2015,31125.0,20.0,70.6,2.1,59.0,4,13498
, Focus,Manual,Diesel,2018,12898.0,145.0,74.3,1.5,73.0,4,16000
Mercedes, C Class,Automatic,Diesel,2018,11847.0,145.0,57.7,2.0,33.0,3,27832
Hyundai, IX35,Manual,Diesel,2013,80465.0,145.0,53.3,1.7,87.0,2,6998
VW, T-Roc,Manual,Diesel,2018,6482.0,145.0,50.4,1.6,53.0,4,18595
BMW, 2 Series,Automatic,Petrol,2019,123.0,145.0,39.8,3.0,43.0,4,28861
Audi, A5,Semi-Auto,Diesel,2019,4750.0,145.0,51.4,2.0,43.0,0,28950
Opel, Mokka,Manual,Petrol,2016,33116.0,160.0,,1.4,55.0,1,8998
Ford, Focus,,Petrol,2012,79000.0,155.0,44.1,1.6,82.0,4,6495
Ford, Focus,Manual,Petrol,2013,41250.0,30.0,56.5,1.0,39.0,1,6477
VW, Scirocco,Manual,Diesel,2014,38248.0,30.0,62.8,2.0,57.0,,11242
Ford, Mondeo,Manual,Diesel,2010,140000.0,145.0,53.3,2.0,98.0,3,3493
VW, Polo,Manual,Petrol,2016,15664.0,0.0,65.7,1.0,51.0,4,10750
Hyundai, Tucson,Manual,Diesel,2016,41953.0,30.0,61.7,1.7,77.0,1,12498
Skoda, Fabia,Manual,Petrol,2016,21733.0,20.0,58.9,1.2,62.0,0,9890
VW, amarok,Automatic,Diesel,2018,12447.0,260.0,36.2,3.0,90.0,4,25498
BMW, X5,Automatic,Diesel,2016,12525.0,200.0,47.1,3.0,87.0,4,32998
BMW, 3 Series,Semi-Auto,Diesel,2017,12600.0,,51.4,3.0,99.0,4,22980
Ford, Focus,Manual,Petrol,2018,15893.0,,60.1,1.0,81.0,1,12295
Opel,,Manual,Diesel,2016,36283.0,30.0,65.7,1.6,,3,10500
Opel, Corsa,Manual,Petrol,2020,10.0,150.0,52.3,1.2,59.0,1,13998
Ford, Focus,Manual,Petrol,2018,7166.0,145.0,57.7,1.0,36.0,1,13617
BMW, 6 Series,Automatic,Diesel,2016,43525.0,160.0,51.4,0.3134065828348564,72.0,2,19916
Opel, Zafira Tourer,Manual,Petrol,2017,6527.0,150.0,41.5,1.4,45.0,2,12190
Ford, Kuga,Manual,Petrol,2018,14779.0,,45.6,1.5,81.0,3,16498
Audi, A5,Automatic,Petrol,2019,1500.0,145.0,39.2,2.0,76.0,4,30444
VW, Golf,Manual,Diesel,,58275.0,20.0,68.9,2.0,45.0,1,10050
Ford, Fiesta,Manual,Petrol,2017,11474.0,145.0,64.2,1.1,67.0,3,9300
Ford, Focus,Semi-Auto,Petrol,2015,36000.0,165.0,44.8,1.6,49.0,1,8495
Ford, Fiesta,Manual,Petrol,2017,29408.0,145.0,65.7,1.0,38.0,,9250
VW, Up,Manual,Petrol,2019,5400.0,145.0,,1.0,82.0,3,8980
Skoda, Octavia,Manual,Petrol,2017,9545.0,20.0,62.8,1.0,,3,10746
Toyota,Prius,Automatic,Hybrid,2015,11872.0,,64.2,1.8,78.0,2,22995
Hyundai, i30,Manual,Petrol,2019,2342.0,145.0,41.5,1.4,68.0,0,15750
Mercedes, C Class,Semi-Auto,Diesel,2017,28480.0,30.0,64.2,1.6,46.0,1,18499
BMW, 1 Series,Manual,Diesel,2016,40358.0,30.0,,2.0,44.0,1,14270
Mercedes, E CLASS,Semi-Auto,Diesel,2016,30209.0,30.0,65.7,2.0,92.0,3,21749
Opel, Adam,Manual,Petrol,2016,17473.0,125.0,53.3,1.2,51.0,3,8270
BMW, X4,Semi-Auto,Diesel,2019,7141.0,,,2.0,51.0,3,33995
Hyundai, IX20,Manual,Petrol,2016,9442.0,125.0,50.4,1.4,54.0,4,8995
Ford, Fiesta,Manual,Petrol,2018,22175.0,145.0,56.5,1.0,51.0,0,11250
Ford, Fiesta,Manual,Petrol,2019,7556.0,145.0,60.1,1.0,34.0,0,14699
Opel, Crossland X,Manual,Petrol,2017,30737.0,,57.7,1.2,48.0,1,10290
VW, T-Cross,Automatic,Petrol,2019,2010.0,145.0,45.6,1.0,85.0,2,18980
Ford, Kuga,Automatic,Diesel,2019,2348.0,145.0,38.7,2.0,52.0,4,24995
VW, Golf,Manual,Diesel,2014,55291.0,0.0,68.9,1.6,78.0,3,8950
Hyundai, Santa Fe,Semi-Auto,Diesel,2019,5473.0,145.0,39.2,2.2,94.0,2,33799
BMW, 2 Series,Manual,Petrol,2019,1000.0,145.0,52.3,1.5,88.0,1,20980
Audi, A4,Automatic,Petrol,2014,55119.0,300.0,34.9,3.0,66.0,0,15567
Toyota, Aygo,Manual,Petrol,,32001.0,0.0,65.7,1.0,84.0,3,3999
Skoda, Karoq,,Diesel,2019,6000.0,145.0,42.8,2.0,42.0,3,26490
VW, Polo,Semi-Auto,Petrol,2016,33565.0,20.0,60.1,1.2,58.0,4,9995
Skoda, Scala,Manual,Petrol,2020,2217.0,145.0,49.6,1.0,78.0,3,16750
Mercedes, C Class,Manual,Diesel,2016,40880.0,20.0,70.6,1.6,69.0,4,13680
BMW, X1,Manual,Diesel,2016,25913.0,,58.9,2.0,73.0,2,16595
Skoda, Fabia,Manual,Petrol,2019,2323.0,,57.7,,87.0,1,10995
Ford, EcoSport,Manual,Petrol,2015,27183.0,125.0,53.3,1.0,94.0,3,9000
Mercedes, SL CLASS,Semi-Auto,Petrol,2019,8000.0,150.0,47.1,2.0,93.0,3,29995
